0,instantaneous_scfh,instantaneous_kgh,moving_kgh,moving_scfh
2021-11-03 16:30:11+00:00,-15.7,-0.289625787,-0.292881229,-15.87647059
2021-11-03 16:30:12+00:00,-15.7,-0.289625787,-0.2926642,-15.86470588
2021-11-03 16:30:13+00:00,-15.7,-0.289625787,-0.2926642,-15.86470588
2021-11-03 16:30:14+00:00,-15.6,-0.287781037,-0.2926642,-15.86470588
2021-11-03 16:30:15+00:00,-15.6,-0.287781037,-0.2926642,-15.86470588
2021-11-03 16:30:16+00:00,-15.5,-0.285936287,-0.292555685,-15.85882353
2021-11-03 16:30:17+00:00,-15.5,-0.285936287,-0.292555685,-15.85882353
2021-11-03 16:30:18+00:00,-15.5,-0.285936287,-0.292555685,-15.85882353
2021-11-03 16:30:19+00:00,-15.5,-0.285936287,-0.292338655,-15.84705882
2021-11-03 16:30:20+00:00,-15.5,-0.285936287,-0.291687567,-15.81176471
2021-11-03 16:30:21+00:00,-15.5,-0.285936287,-0.291036479,-15.77647059
2021-11-03 16:30:22+00:00,-15.5,-0.285936287,-0.290493905,-15.74705882
2021-11-03 16:30:23+00:00,-15.5,-0.285936287,-0.290059846,-15.72352941
2021-11-03 16:30:24+00:00,-15.8,-0.291470538,-0.289625787,-15.7
2021-11-03 16:30:25+00:00,-15.7,-0.289625787,-0.28854064,-15.64117647
2021-11-03 16:30:26+00:00,-15.5,-0.285936287,-0.287781037,-15.6
